school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,visionstatement_desc,missionstatement_desc,philosophy_culture_ethos,dgp_code,zone_code,cluster_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,special_sdp_offered
FENGSHAN PRIMARY SCHOOL,http://www.fengshanpri.moe.edu.sg,307 BEDOK NORTH ROAD,469680,65860123,na,65860122,na,fsps@moe.edu.sg,Bedok MRT,"18, 228, 222, 17, 69, 66, 67, 168, 28, 506, 14, 45",DR ANG WEK CHENG,MDM PEH TAN WEE,MR RAJINDER SINGH S/O PIARA SINGH,na,na,na,"Anchored Hearts, Driven Minds, Leaders of Tomorrow",To nurture loyal individuals with strength of character and determination to succeed in the spirit of lifelong learning.,na,BEDOK,EAST,EAST 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,P1/P2 - PAL Programme P1/P2 - Watch Me Sparkle Programme P1/P2 English Speech and Drama Programme P1/P2 Speech & Drama Prog(MT)  P1-5 English Literacy Programme with graded readers P2-5 Modular CCA Programme P4 Outdoor Experiential Camp (3 MILES) ICT Literacy Programme
YU NENG PRIMARY SCHOOL,http://www.ynps.moe.edu.sg/,56 BEDOK NORTH ST 3,469623,64490121,na,64498564,na,YNPS@MOE.EDU.SG,Bedok MRT Station,"14, 17, 18, 28, 66, 67, 69, 225",MRS CLARA LIM-TAN,MISS YEE SIEW MEI EMILY,MRS TAY-LEE LI THENG,na,na,na,"Learn with passion, Serve with compassion, Lead with vision.","Together, we build a caring and enriched environment to nurture pupils into effective communicators, self-directed leaders, healthy and active citizens.",na,BEDOK,EAST,EAST 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,"Eng Dept:Phonemic Awareness, English Oral Portal, Writing with Style Maths Dept:Open-Ended Tasks Approach and Maths Games Workshop Science Department : Eco-garden Character & Citizenship Dept: Motivational programmes"
XINMIN PRIMARY SCHOOL,http://www.xinminpri.moe.edu.sg/,9 HOUGANG AVENUE 8,538784,62835479,na,62880334,na,xinmin_ps@moe.edu.sg,Nil,"74, 147, 165, 112",MR A SIVAM REDDY,MR LEE KOK MENG CLEMENT,MR MOHAMED YAZEED BIN MOHAMED SAID,na,na,na,"Every Xinminite, a confident citizen of character, ready for the future.",Nurturing the hearts and minds of Xinminites for a changing world.,Building Positive Relationships,HOUGANG,NORTH,NORTH 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Communication Programme: story-telling, puppetry & public-speaking courses.  P2,P3&P4 -cartoon sketching & painting.  Structured Reading Programme for poor readers in EL.  STELLAR for P1&P2.  Motivational workshops for P5&P6.  Sch Exchange Prog with sch in Bangkok, Australia, Xiamen, Vietnam."
YANGZHENG PRIMARY SCHOOL,http://www.yangzhengpri.moe.edu.sg/,15 SERANGOON AVENUE 3,556108,62846298,na,62879778,na,YZPS@MOE.EDU.SG,Serangoon Station,"58 & 105 (Outside the school, Serangoon Ave 3) 133 & 135(Serangoon Ave 2)",MDM LEE YEN PING CHRISTINE,"MISS YAK HIOK WOON, FAITH",MR NG SENG CHWEE IVAN,na,na,na,"Every Yangzhengnite is a passionate learner, caring friend and responsible citizen.","Yangzheng Primary is committed to providing a supportive environment that will help every pupil develop his physical, intellectual, emotional, social and aesthetics capacities to his fullest potential.","Culture of Care, Culture of Learning, Culture of Excellence",SERANGOON,SOUTH,SOUTH 6,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,ENABLE programme. Learning Support programme for English and Maths for P1 and P2).
JUYING PRIMARY SCHOOL,http://www.juyingpri.moe.edu.sg/,31 JURONG WEST STREET 91,649037,67932039,na,67932040,na,JUYING_PS@MOE.EDU.SG,Boon Lay MRT Station (Jurong Point),SBS 99 (From Clementi Inter-change) SBS 241 (From Boon Lay Inter-change),MRS SROYA JASWANT,MDM SITI SUHAILA BTE SAPIHE,MDM WONG WEI YI,na,na,na,A bright student.        A talented person.        A useful citizen.,Nurturing holistic and morally upright individuals to pursue excellence and rise to the challenges of the future.,na,JURONG WEST,WEST,WEST 3,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Math, Science and IT Day, Haiku Writing, P1 MT Reading Programme,Buddy Reading Programme, Multidisciplinary IT & Robotics Programme, LSP for Math and English, ENABLE Programme, WITs Training for Student Leaders, English Reading Card, Go Green!, MT Exchange Programme; Sports & Health Carnival"
JUNYUAN PRIMARY SCHOOL,http://www.junyuanpri.moe.edu.sg,2 TAMPINES STREET 91,528906,67830375,na,67887395,na,JUNYUAN_PS@MOE.EDU.SG,Tampines,"5, 8, 10, 15, 18, 21, 22, 23, 27, 28, 31, 34, 39, 59, 65, 67, 168, 292, 293",MRS MING KUM,MDM HO LAY YEN JENNY,MDM HAFSAH ABDULLAH,na,na,na,"Future-Ready Learners, Leaders of Character",Nurturing Every Child in a Vibrant and Gracious Environment where Talents Blossom,na,TAMPINES,EAST,EAST 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,Applied Learning Programme (ALP) on Effective Communication Lifelong Learning Programme (LLP) on Sports (Tchouckball)Character and Leadership Development Programmes (Local and Overseas) PAL and SHINE Programmes (P1 - P3)
NORTHLAND PRIMARY SCHOOL,http://www.northlandpri.moe.edu.sg,15 YISHUN AVENUE 4,769026,67598884,na,67559196,na,NORTHLAND_PS@MOE.EDU.SG,Yishun MRT Station,812 (next to bus service number 171) at Yishun Interchange,MR TAN CHOON KHENG,MDM NEO AIK SEO,MR NG KIAN WOON,na,na,na,"Firm Foundations, Future Learnings","To build a firm foundation in each child, enabling him to grow, serve and excel.",na,YISHUN,NORTH,NORTH 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,VALUES-IN-ACTION & SERVICE LEARNING-IVIA TO CAMBODIA  CHINA SHANGHAI HOMESTAY PROGRAMME- CHINA SHANGHAI HOMESTAY PROGRAMME
NAVAL BASE PRIMARY SCHOOL,http://www.navalbasepri.moe.edu.sg/,7 YISHUN AVE 4,769028,67537114,na,67555355,na,NBPS@MOE.EDU.SG,Yishun MRT Station,Feeder bus No. 811 from Yishun Interchange.,MRS SITA SINGH,MR ONG NAI AH NOAH,MR MUHAMMAD FAISAL B PAIRIN,na,na,na,Every Individual A Leader,Nurturing Individuals to be Leaders to Meet New Challenges,na,YISHUN,NORTH,NORTH 6,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"STELLAR (English), Sustained Support for Maths (SSM), iDEA for Science, MTL Oral Podcasting, Modular CCAs for P1 to P3 and ICT Baseline Skills Lessons for P1 to P6"
XINGNAN PRIMARY SCHOOL,http://www.xingnanpri.moe.edu.sg,5 JURONG WEST STREET 91,649036,67913679,na,67921493,na,XINGNAN_PS@MOE.EDU.SG,Pioneer MRT Station,Bus 99 & 241,MR CHAN GEOK ANN CHARLES,MISS TEH LAY CHOO ANNE,MDM S ANITHA,na,na,na,"A Self Directed Learner,A Gracious Citizen",To provide a vibrant environment that nurtures minds and builds character,"We believe that every child is of worth and can learn.  Through a balanced education and a supportive environment, every Xingnanian can reach his/her highest potential.",JURONG WEST,WEST,WEST 3,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Modular-CCA
QIHUA PRIMARY SCHOOL,http://www.qihuapri.moe.edu.sg,5 WOODLANDS STREET 81,738525,62696250,na,62693114,na,QIHUA_PS@MOE.EDU.SG,Woodlands MRT Station,911,MRS LEE HUI FENG,MR AMRAN B TASRIF,MDM SHARON LIM CHWEE HONG,na,na,na,Confident and Responsible Qihuanians committed to Excellence with the spirit to serve.,"With our holistic approach to education, we develop our pupils to excel in all their pursuits",na,WOODLANDS,NORTH,NORTH 5,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"1.Innovation & Enterpreneurship Excellence Programme 2.IPW for P3-P5. 3.S.Q.U.A.T. Programme 4.Globalisation Programme 5.Qian Ju Wen 6.Student-led Conferencing 7.Information and Communication Technology Programme 8. Modular PE, Art & Music Programme"
GUANGYANG PRIMARY SCHOOL,http://www.guangyangpri.moe.edu.sg,6 BISHAN STREET 12,579806,62580455,na,62580010,na,GYPS@MOE.EDU.SG,Bishan MRT,"13,52,54,55,56,57,59,88,93,156,157,163,410",MR VIMALENTHIRAN S/O VIJAYASINGAM,MDM THAM SIEW LENG,"MDM QUEK HWEE PENG, ANDREA",na,na,na,"A Vibrant School,A Learning Community Committed to Excellence",Maximising the Potential of all LEARNERS,na,BISHAN,SOUTH,SOUTH 7,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Music & Aesthetics (A# Programme), Learning Festival, Interdisciplinary Trails, Hand-in-Hand Project, Buddy Reading, Learning Support, Musical, Enrichment Prog. for all subjects,   creative thinking, English Modular Programs, ICT, etc"
TAMPINES NORTH PRIMARY SCHOOL,http://www.tampinesnorthpri.moe.edu.sg,30 TAMPINES AVENUE 9,529565,67854329,na,67863117,na,TNPS@MOE.EDU.SG,Tampines MRT,"SBS Transit 28, 29, 293",MDM NEO LAY WAH,MDM YEO DAI YUN,MS FARAH AIDA BINTE RAHMAT,na,na,na,A School that inspires individuals to be their best,To Instill a Lively Curiosity and Graciousness in Every Pupil,na,TAMPINES,EAST,EAST 6,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"EL-News Narratives, Math- IT Math Games, ,Mother Tongue - MP3,  IT Skills Programme, &  Info-Comm Club."
ELIAS PARK PRIMARY SCHOOL,http://www.eliasparkpri.moe.edu.sg,11 PASIR RIS STREET 52,518866,65844393,na,65844392,na,epps@moe.edu.sg,Pasir Ris MRT,"3, 15, 39, 53, 81, 88, 89, 357, 403, 518",MDM FAN YUEN FUN CASSIE,MR KENNY RAPHAEL REYES,MDM ROSEWATI BINTE SUKIMAN,na,na,na,Where Potential Becomes Reality,Providing a Holistic Education,"Provides the Elias Experience that centres around a values-based learning environment, where experiential and authentic learning takes place within and outside the physical classrooms.",PASIR RIS,EAST,EAST 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Niche Status in National Education & Chinese Orchestra  P5 Literature Programme  P5 Career Awareness  P5/6 Financial Literacy  Integrated Project Work  Student Leadership Development  Modular CCA: a) Indoor - Biangu, Chinese Calligraphy/Painting & Cartooning & T-Shirt Painting, Cooking, Drama, Flower arrangement & Paper Craft, Fusion Dance, International Chess, Photoshop, Physical & Life Sciences, Science & Technology, Table Tennis, Videography & Digital Photography, Volleyball; b) Outdoor - Football, Inline Skating, Outdoor Education."
AHMAD IBRAHIM PRIMARY SCHOOL,http://www.ahmadibrahimpri.moe.edu.sg,10 YISHUN STREET 11,768643,67592906,na,67592927,na,aips@moe.edu.sg,Yishun,812 (white plate),MDM THONG HOI NON,MRS HAN LEE KWANG NEE ANG K C,MADAM SULASNI BINTE ABDUL RAHMAN,na,na,na,Leaders of Character; Learners for Life,"A caring school that provides quality learning experiences for every child to develop good character, pursue academic excellence and acquire life skills for the future.",We are ONE AIPS Family,YISHUN,NORTH,NORTH 2,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Project 5C - 21st Century Competencies, Project Passion - Holistic Health Project, Character & Citizenship Education Prog, Extensive Reading Prog, CME Third Language Conversation Project, CoL CL, Joyful Character Prog, All Star Devt Prog, LLP - Nurturing Community-based Student Leaders Prog"
NORTH VIEW PRIMARY SCHOOL,http://www.northviewpri.moe.edu.sg,210 YISHUN AVENUE 6,768960,67593235,na,67593237,na,NVPS@MOE.EDU.SG,Yishun,Feeder Service 804 & 806,MDM TAN U- TONG EVELYN,MR WONG KONG CHIEW,MR HANIFF A T,MDM UE TAY SZE YIN,MDM NG PEI FENG,na,"A school whose pupils are fully developed, fully engaged and fully empathetic.",To develop every child to his fullest potential.,na,YISHUN,NORTH,NORTH 6,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"P1&P2 Learng Supp Prog for Eng & Maths, Phonics,IT Literacy,Seamless curriculum, SEED, Spatial Vizualisation, Future Problem Solving, Science infused STELLAR, International Chess, Motivational W/S,Problem Based Learning; P1 to P6 Structured Aesthetics Prog.; P1 to P6 ICT Baseline Prog."
PIONEER PRIMARY SCHOOL,http://www.pioneerpri.moe.edu.sg,23 JURONG WEST STREET 81,649076,67932397,na,67933974,na,pioneer_ps@moe.edu.sg,Boon Lay Station,243,MDM CHENG HUEY TENG,MR ABDUL MUTALIB B MOHAMMED AMIN,DR TAN JEAN LEE,na,na,na,"A Caring, Learning Community; Each Child, a Life-long Learner; a Leader with Character, a Success in his own Right","Creation of a caring, learning and vibrant community where our pupils can achieve academic excellence, realize their talents, develop good character and leadership so that they can serve the community",na,JURONG WEST,WEST,WEST 3,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Gymnastics and Dance Programme for P1 and P2 pupils Maths - HAP & LAP  STELLAR (Strategies for English Language Learning and Reading) Modular Mother Tongue & Literature Approach to CL Science - Einstein, Newton & Edison Programmes Sports Exposure Programme  Ceramics Programm"
PUNGGOL PRIMARY SCHOOL,http://www.punggolpri.moe.edu.sg/,61 HOUGANG AVENUE 8,538787,63850762,na,63877793,na,punggol_ps@moe.edu.sg,"Hougang, Buangkok",62 74 88 113 147 325,MR HANAFI B ASMORE,MR YAP MENG HONG,MR HO SENG TAT SUNNY,MDM LIM BEE TIN,na,na,A Gracious Community of Confident and Innovative Life-Long Learners.,"Igniting the Joy of Learning, Inspiring All to Care and Share.",Every Individual Matters,HOUGANG,SOUTH,SOUTH 1,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,"Character Development Programme, Social-emotional learning and character building Through Active Participation in Sports - STARS,  Environmental Education - GreenNovation Leadership Development Programmes, Maths Alive Authentic Problem-Based Learning (APBL)"
PARK VIEW PRIMARY SCHOOL,http://www.parkviewpri.moe.edu.sg,60 PASIR RIS DRIVE 1,519524,65851421,na,65851401,na,PVPS@MOE.EDU.SG,Pasir Ris MRT Station,"358,39,53,81,89",MISS OH SEE MOEY,MDM HASLINDAH BTE BAHROM,MR EDWARD LEONG CHEE WAH,na,na,na,A knowledge playground where individualised learning is experienced and friendships developed.,"To nurture our pupils into resilient, innovative and enterprising learners to be the pride of our nation.",na,PASIR RIS,EAST,EAST 6,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,Programme for Active Learning (PAL) Enhanced PE Programme Talent Identification Programme (Sports) Character Development and Leadership Programme. Structured IT Programme
